Age,Nationality,Potential,Club,Value,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
3,143,1,238,1,3,1,1.0,3.0,3.0,8,5,13,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,3,4,4,5,4,3,3,2,4,4,4,3,2,2,2,1,1,1,1,1
1,151,3,101,1,2,1,1.0,3.0,2.0,8,5,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,2,2,4,4,2,3,2,2,3,3,4,3,3,4,3,3,4,4,4,2,4,4,2,2,2,4,4,4,4,1,1,1,1,1
2,61,2,425,1,3,1,1.0,3.0,4.0,2,2,11,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,5,4,5,4,5,4,3,4,3,4,2,2,4,4,4,4,3,2,2,1,1,1,1,1
4,55,2,84,1,2,1,2.0,3.0,2.0,6,5,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,1,1,4,3,1,3,2,2,3,3,4,4,3,4,3,4,5,4,5,2,4,4,1,2,3,4,4,4,4,1,1,1,1,1
3,29,3,77,1,4,1,3.0,4.0,3.0,6,8,17,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,3,4,2,3,4,4,4,4,4,4,5,4,5,5,5,3,5,5,3,4,3,4,4,5,4,1,1,1,1,1
4,76,2,486,1,3,1,2.0,4.0,4.0,0,2,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,3,3,3,1,1,1,1,1
2,131,3,261,1,2,1,1.0,2.0,2.0,8,5,17,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,3,2,2,3,3,4,4,4,4,3,3,4,4,4,2,4,4,2,3,2,4,4,4,4,1,1,1,1,1
3,31,1,59,1,3,1,1.0,3.0,3.0,8,5,21,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,1,1,1,1,1
2,107,1,491,1,3,1,1.0,3.0,3.0,8,2,0,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,4,4,4,3,4,3,2,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,3,3,2,1,1,1,1,1
1,46,2,23,1,2,0,1.0,2.0,2.0,8,2,6,3,3,3,3,3,4,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,2,2,3,4,4,4,4,4,4,3,4,4,4,2,3,4,3,3,3,4,4,4,4,1,1,1,1,1
2,96,2,623,1,2,1,1.0,3.0,3.0,2,2,16,3,2,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,1,4,3,2,3,4,4,5,4,4,4,2,4,4,4,2,4,4,4,3,3,4,4,4,4,1,1,1,1,1
2,121,1,357,1,4,1,1.0,3.0,3.0,8,8,19,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,4,4,4,4,3,4,4,5,4,5,5,4,5,4,4,3,4,4,3,4,4,1,1,1,1,1
2,6,2,141,1,3,1,1.0,3.0,2.0,8,2,8,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,4,4,3,3,3,4,3,3,3,4,5,3,5,4,3,4,3,4,4,4,4,1,1,1,1,1
2,55,3,616,1,4,0,2.0,3.0,3.0,2,8,6,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,5,5,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1
4,46,1,187,1,3,1,1.0,3.0,3.0,0,5,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,2,2,2,1,1,1,1,1
3,121,1,393,1,4,1,1.0,3.0,3.0,2,5,16,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1
1,142,3,570,1,2,1,1.0,3.0,3.0,2,2,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,2,2,2,3,3,2,2,2,3,3,4,3,3,3,4,3,2,3,4,5,5,4,3,4,4,3,3,3,3,2,1,4,3,3,3,1,1,1,1,1,1,1,1
3,107,1,178,1,2,0,1.0,2.0,3.0,8,5,22,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,2,2,2,3,4,4,3,4,3,4,4,4,3,4,5,5,5,4,4,4,3,4,3,4,2,2,3,4,3,3,2,1,2,1,1,1,1,1
4,101,1,377,1,2,0,1.0,2.0,2.0,5,5,7,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,3,5,4,4,3,2,3,3,4,3,3,2,4,2,4,2,4,5,3,4,4,3,3,3,4,4,4,4,1,1,1,1,1
2,26,1,228,1,3,1,1.0,4.0,3.0,8,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,1,1,1,1,1
2,137,2,110,1,3,0,1.0,3.0,3.0,6,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,2,4,3,2,4,4,3,3,3,4,3,4,3,4,4,4,4,4,3,4,3,4,3,4,4,1,1,1,1,1
1,158,3,630,1,3,1,1.0,3.0,3.0,2,5,25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,2,4,4,4,4,2,2,2,1,1,1,1,1
3,41,1,22,1,3,1,1.0,3.0,2.0,2,5,17,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,3,3,3,3,4,4,4,4,3,4,4,4,4,5,5,2,4,4,3,3,3,4,4,4,4,1,1,1,1,1
4,20,1,542,1,2,1,1.0,2.0,2.0,5,5,7,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,2,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,4,4,3,3,3,4,4,4,4,1,1,1,1,1
1,137,2,459,1,1,0,1.0,2.0,2.0,5,5,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,3,2,4,4,2,3,2,2,3,4,4,3,4,4,3,3,4,3,3,1,4,4,3,2,2,3,4,4,4,1,1,1,1,1
2,137,2,496,1,2,1,1.0,3.0,2.0,8,2,17,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,3,3,2,4,4,3,3,3,4,4,3,4,3,4,2,4,4,3,3,2,3,4,4,4,1,1,1,1,1
1,6,4,312,1,2,1,1.0,2.0,2.0,6,5,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,2,2,2,2,4,4,3,3,4,4,3,4,4,4,2,4,4,2,2,3,4,4,4,4,1,1,1,1,1
3,120,1,357,1,3,1,1.0,3.0,3.0,8,5,16,4,3,4,4,4,4,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,3,2,4,3,4,4,1,1,1,1,1
2,31,2,183,1,1,1,1.0,2.0,2.0,5,5,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,4,3,2,1,4,4,2,2,2,2,3,3,3,4,3,4,3,2,4,3,5,2,4,4,2,2,2,3,4,4,4,1,1,1,1,1
2,137,2,182,1,3,1,1.0,3.0,3.0,7,2,11,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,2,4,4,3,4,3,2,2,1,1,1,1,1
1,155,2,443,1,2,0,1.0,3.0,2.0,3,2,7,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,2,2,4,3,2,3,3,2,4,3,4,4,3,4,3,3,4,4,4,3,4,4,2,2,3,3,4,4,4,1,1,1,1,1
4,31,2,63,1,4,1,1.0,2.0,2.0,8,2,16,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,3,4,4,5,4,4,4,4,3,4,3,4,5,4,4,1,1,1,1,1
2,46,2,454,1,3,1,1.0,3.0,3.0,0,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,4,4,4,3,4,4,4,3,5,5,4,3,4,4,3,4,3,4,4,4,4,1,1,1,1,1
3,9,2,566,1,4,1,1.0,3.0,3.0,0,5,16,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,3,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,1,1,1,1,1
4,133,1,419,1,3,1,1.0,4.0,2.0,8,5,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,2,2,3,3,4,3,4,4,4,4,5,4,4,3,4,4,3,3,4,4,4,4,4,1,1,1,1,1
1,6,3,148,1,2,1,1.0,3.0,3.0,1,2,0,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,3,3,4,5,4,5,3,4,3,3,4,4,3,2,2,4,4,3,4,3,3,2,1,1,1,1,1
2,130,3,220,1,3,1,2.0,4.0,3.0,2,5,16,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,2,4,3,2,3,4,4,4,4,4,5,3,4,4,4,2,4,4,4,3,3,4,4,4,4,1,1,1,1,1
2,155,1,371,1,3,0,1.0,4.0,4.0,2,5,11,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,2,4,3,4,4,3,3,4,5,5,5,4,5,4,4,4,4,3,3,2,4,3,3,4,3,2,2,1,1,1,1,1
3,29,1,157,1,4,1,1.0,5.0,3.0,0,5,6,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,5,5,5,4,5,4,3,5,4,4,4,4,4,3,3,4,4,4,4,1,1,1,1,1
1,71,2,258,1,2,0,1.0,2.0,3.0,1,2,0,3,2,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,2,2,2,2,2,4,3,3,4,4,4,4,3,4,4,4,4,4,3,4,4,3,3,3,4,3,1,3,4,4,3,2,1,1,1,1,1,1,1
2,118,1,450,1,3,1,1.0,3.0,3.0,8,5,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3,4,4,4,3,4,3,4,3,3,4,4,5,5,5,4,5,4,2,4,3,3,2,3,4,4,3,3,2,3,3,1,1,1,1,1
4,77,1,440,1,2,1,1.0,4.0,3.0,2,2,12,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,2,2,2,4,4,5,4,4,3,4,5,4,4,4,3,1,4,4,4,4,2,2,1,1,1,1,1,1
2,77,2,552,1,4,1,2.0,3.0,3.0,0,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,1,1,1,1,1
1,143,3,213,1,3,1,1.0,3.0,4.0,1,5,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,4,5,5,5,3,4,4,4,4,4,3,3,2,4,3,3,3,3,3,3,1,1,1,1,1
4,137,1,116,1,3,1,1.0,3.0,4.0,0,8,21,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,4,5,5,5,4,5,3,5,4,4,3,5,3,4,4,4,4,3,3,3,1,1,1,1,1
4,31,1,383,1,3,1,1.0,3.0,3.0,2,5,8,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,3,4,3,4,4,1,1,1,1,1
3,137,2,619,1,4,0,1.0,3.0,3.0,0,5,6,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,3,3,4,4,4,4,1,1,1,1,1
3,100,1,389,1,4,1,1.0,4.0,3.0,6,2,17,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,4,3,4,2,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1
2,20,1,478,1,3,1,1.0,3.0,4.0,8,2,0,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,3,4,3,3,3,1,1,1,1,1
2,137,3,186,1,2,0,1.0,3.0,3.0,8,2,12,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,2,2,3,4,3,4,4,4,3,4,4,4,4,4,4,2,4,3,4,4,2,2,2,1,1,1,1,1
4,20,1,295,1,3,0,1.0,3.0,3.0,2,2,8,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,3,3,4,4,4,4,3,2,2,1,1,1,1,1
2,100,2,580,1,2,1,1.0,3.0,2.0,2,2,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,4,3,2,3,2,2,3,3,4,4,3,4,4,2,4,4,4,2,4,4,3,2,3,3,4,4,4,1,1,1,1,1
3,20,2,88,1,3,1,1.0,3.0,3.0,8,2,22,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,5,5,4,4,4,5,3,4,4,4,3,2,4,3,3,4,1,1,1,1,1,1,1,1
2,31,2,63,1,3,0,1.0,3.0,3.0,8,5,6,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,2,2,3,4,4,5,4,4,4,3,5,4,3,3,4,4,4,4,3,4,4,4,4,1,1,1,1,1
2,39,2,501,1,3,0,1.0,4.0,3.0,2,2,21,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,4,3,4,4,3,4,4,5,5,5,4,5,4,4,5,3,4,5,3,4,4,3,4,3,3,3,1,1,1,1,1
4,121,1,155,1,3,1,1.0,3.0,3.0,0,5,21,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,2,2,2,1,1,1,1,1
4,46,2,95,1,3,1,1.0,3.0,2.0,5,2,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,5,5,4,4,4,3,2,3,4,2,2,3,5,4,4,5,3,4,4,4,3,5,4,4,5,3,2,2,1,1,1,1,1
1,20,4,456,1,3,1,1.0,4.0,3.0,8,2,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,2,2,2,3,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,1,4,4,3,4,2,1,2,1,1,1,1,1
2,137,2,113,1,3,1,1.0,3.0,3.0,2,2,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,5,4,4,3,1,4,3,4,4,2,2,2,1,1,1,1,1
2,41,2,331,1,2,0,1.0,3.0,3.0,8,5,25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,2,4,3,4,4,2,2,2,1,1,1,1,1
1,46,4,187,1,3,1,1.0,4.0,3.0,2,2,8,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,2,3,4,4,3,4,3,3,2,1,1,1,1,1
2,25,2,368,1,3,0,1.0,3.0,3.0,6,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,2,4,4,4,4,4,4,3,4,4,5,4,3,4,4,3,4,3,3,3,4,3,1,1,1,1,1
1,35,3,612,1,2,0,1.0,3.0,3.0,2,5,6,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,3,2,4,4,4,4,4,4,4,3,4,4,4,2,3,4,3,3,2,3,4,4,4,1,1,1,1,1
3,6,2,462,1,3,1,1.0,4.0,4.0,7,5,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,1,2,2,1,1,1,1,1
3,100,1,167,1,3,1,1.0,3.0,3.0,0,2,9,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,5,4,3,3,4,4,4,3,4,3,4,4,1,1,1,1,1
4,151,1,67,1,3,1,1.0,4.0,3.0,2,2,11,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,5,4,4,4,4,2,4,4,4,4,2,3,1,1,1,1,1,1
3,155,1,216,1,2,1,1.0,3.0,2.0,3,2,17,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,3,2,2,4,4,3,3,3,4,3,2,4,5,5,1,4,4,2,3,2,4,4,4,4,1,1,1,1,1
3,77,1,594,1,3,1,1.0,3.0,3.0,2,2,16,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,4,4,4,4,5,4,4,3,4,5,4,3,4,4,3,2,4,4,4,4,4,1,1,1,1,1
1,31,3,183,1,3,1,1.0,3.0,2.0,8,5,2,3,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,2,3,2,2,4,4,4,4,4,4,4,4,4,5,4,3,5,4,3,3,3,3,4,4,3,1,1,1,1,1
3,117,2,84,1,3,1,1.0,2.0,3.0,8,5,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,5,4,4,4,4,2,4,4,4,4,2,1,2,1,1,1,1,1
3,31,1,181,1,2,1,1.0,3.0,3.0,8,8,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,3,2,4,4,3,4,3,2,2,1,1,1,1,1
2,31,2,3,1,3,1,1.0,3.0,3.0,0,8,22,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,4,4,5,4,4,4,5,4,4,5,4,5,3,4,4,4,4,3,2,2,1,1,1,1,1
2,6,2,145,1,2,1,1.0,4.0,3.0,7,5,25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,4,4,4,3,4,2,2,3,4,4,4,4,3,3,4,4,4,4,4,4,2,4,3,3,3,2,1,1,1,1,1,1,1
1,46,3,206,1,3,1,1.0,3.0,3.0,2,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,5,4,4,4,3,4,4,4,4,1,1,1,1,1
1,13,3,461,1,2,1,1.0,3.0,2.0,8,5,7,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,3,3,3,4,4,3,4,3,3,3,4,4,4,5,2,4,4,3,3,2,3,4,4,4,1,1,1,1,1
1,85,4,605,1,2,0,1.0,3.0,4.0,1,2,0,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,3,4,4,3,4,3,4,4,5,4,4,4,4,5,4,5,4,3,3,3,4,2,2,3,4,4,4,2,2,2,1,1,1,1,1
3,20,1,521,1,2,1,1.0,3.0,3.0,7,5,22,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,5,4,4,4,3,3,3,4,4,4,3,4,2,4,4,4,5,4,4,2,4,3,4,3,1,2,2,1,1,1,1,1
3,130,1,436,1,3,1,1.0,3.0,3.0,6,2,13,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,3,4,4,4,5,4,3,4,3,3,4,3,3,3,2,4,4,3,4,3,3,3,1,1,1,1,1
2,43,2,216,1,3,1,1.0,3.0,2.0,3,5,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,2,3,3,3,4,4,4,3,4,4,5,4,4,4,4,3,5,4,3,3,3,4,4,4,4,1,1,1,1,1
2,130,3,417,1,2,1,1.0,2.0,2.0,6,2,17,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,2,2,4,3,2,2,2,2,3,3,4,4,3,3,2,3,4,4,5,2,4,4,2,2,2,3,4,4,4,1,1,1,1,1
3,153,3,633,1,4,0,3.0,2.0,4.0,2,2,21,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,5,5,4,4,5,4,4,4,5,4,5,4,3,4,5,4,3,4,4,5,4,2,2,2,1,1,1,1,1
2,8,2,634,1,3,1,1.0,3.0,3.0,6,5,16,2,2,3,3,3,4,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,4,3,2,3,4,4,4,4,3,5,3,5,5,4,3,4,4,3,3,3,3,4,4,4,1,1,1,1,1
2,137,2,473,1,3,1,2.0,4.0,3.0,8,2,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,3,4,4,1,1,1,1,1
2,100,2,142,1,2,1,1.0,3.0,3.0,2,2,21,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,2,4,3,4,3,2,4,4,4,5,5,4,5,4,3,4,3,3,2,2,4,3,3,4,2,2,2,1,1,1,1,1
3,59,2,86,1,4,0,2.0,2.0,2.0,0,5,6,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,5,4,3,3,3,4,4,4,4,1,1,1,1,1
4,121,2,27,1,4,1,2.0,4.0,3.0,2,5,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,3,4,4,4,4,1,1,1,1,1
3,6,1,483,1,2,1,1.0,3.0,3.0,8,5,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,2,3,4,4,4,4,4,4,4,5,4,5,4,4,1,4,3,4,4,2,1,2,1,1,1,1,1
